bin,frequency_hz,real,imag,abs,phase
63,2953.125000,-0.0997236156721,0.00760470275214,0.100013154268,3.06548216725
64,3000.000000,-0.0987419108957,0.00840704305126,0.0990991591296,3.05665590883
65,3046.875000,-0.0934387777965,0.0188144850264,0.0953141649646,2.94289331584
66,3093.750000,-0.0869469522295,0.00870562040435,0.0873816933266,3.04179959333
67,3140.625000,-0.071832037168,0.00812717867472,0.0722903354323,3.02893033306
68,3187.500000,-0.0886331177916,0.011313827461,0.0893522929827,3.0146313945
69,3234.375000,-0.0772156861459,0.00398059142743,0.0773182209773,3.09008665773
70,3281.250000,-0.0625736863151,-0.00075510833912,0.0625782422865,-3.12952573325
71,3328.125000,-0.0424801050844,0.0121353822104,0.0441794842588,2.86333196681
72,3375.000000,-0.0551619802684,0.0191504924735,0.058391655475,2.80744270554
